id,Tweet
1224118352148385793,"Hace 15 años, la @CampAbortoLegal genera lazos a través de argumentos inter y multidisciplinarios. Su propuesta de reconocimiento del derecho a decidir, que ya es de todxs, nos convocó en fechas feministas que transformamos en historia#SeráLey #AbortoLegal2020pic.twitter.com/j0cwLznJxj"
1224118330950344706,"En 2019 el estado mexicano de Oaxaca y el australiano de Nueva Gales del Sur despenalizaron el aborto, al igual q Irlanda del Norte, y otros liberalizaron sus leyes, ampliando las circunstancias en las que las mujeres pueden acceder a servicios de #abortolegal y seguro"
1224114750428274690,"También en #Jujuy 
El proyecto está en las calles 
#AbortoLegal2020
#SeraLey  https://twitter.com/CampAbortoLegal/status/1224067678618431492 …"
1224110020062740482,"El 19 de Febrero volvemos a las calles, y en Córdoba también. 
¿Sabes cuáles son los derechos que garantiza el Proyecto de la Campaña? Los presentamos en una jornada federal y mundial antes del inicio de sesiones del Congreso. 
En el 2020 el aborto #SeráLey
#AbortoLegal2020 #19Fhttps://twitter.com/CampAbortoLegal/status/1224067678618431492 …"
1224106619061055488,"Esto sí es una ""obra"" pero no artística. Esto es una obra de odio, d intolerancia, que simboliza el profundo irrespeto a la fe de la mayoría de peruanos. Las aborteras no quieren igualdad, quieren sangre, y sangre inocente. Su desprecio hacia la mujer no tiene límites #NoAlAborto"
1224105223536488449,"Pasó una hora más, recuerden que #SonResponsables de 41 nuevos abortos en clandestinidad: @Adolfo_RSaa @Claudiojpoggi @OmarPerotti @LoleReutemannOk @Adaiturrez @BoyadjianMiriam @JAlperovichOk #SeraLey"
1224103105664561152,"""Tremendo testimonio de Rebecca Kiessling quien fue concebida por una violación, y rompe los argumentos que apoyan el aborto bajo estas circunstancias, asegurando que cada vida tiene un proposito y merece ser vivida!
#TodaVidaVale 
#SalvemosLas2Vidas
#VIDA #Propósito ""pic.twitter.com/CBy7b2ngQE"
1224102080111108097,estoy esperando sus respuestas y entonces??? tienen miedo de debatir? tipico de los cobardes al no tener argumentos pues! #NosQueremosVivas #NiUnaMenos #VamosLasPibas #AbortoLegalYa #AbortoLegal #AbortoLegalSeguroyGratuito #LGBT #Feminismo #Feministashttps://twitter.com/CCCAntiFeminism/status/1224095940795076609 …
1224100085291679745,Respondan hagan el favor si? #NosQueremosVivas #NiUnaMenos #VamosLasPibas #AbortoLegalYa #AbortoLegal #AbortoLegalSeguroyGratuito #LGBT #Feminismo #Feministas #UngaUngaArmyhttps://twitter.com/CCCAntiFeminism/status/1224095940795076609 …
1224098364477841411,"Derechos que se le violan a una mujer cuando la obligan a abortar o a parir.

1. Derecho a la vida, integridad física y moral.

Abortar y parir traen consecuencias físicas, morales y mentales. Debería ser nuestra decisión cuando se pone en peligro la propia vida
#abortolegal (+) https://twitter.com/LasIgualadas/status/1223292608773885953 …"
1224098268172472320,"El último videoclip de #Ricky_Martin muestra una joven con el pañuelo verde promoviendo el #homicidioprenatal
¿Nunca pensaste porqué las feministas SOLO se llevan bien con los homosexuales y viceversa?
Quizá sea el momento de meditarlo…
#NoALaIdeologiaDeGenero
#SalvemosLas2Vidas"
1224095313410965504,Claro q si!!!!! Todas las vidas tienen un propósito!!!! #SiaLaVida
1224080863794618370,"La vida humana se respeta
#NoAlCodigoOlga
#NoAlAborto
#SalvemosLasDosVidas
#QueMéxicoViva
La pobreza y problemas sociales y económicos no c resuelven matando bebéshttps://twitter.com/HnoAxel/status/1223652284736983040 …"
1224075024606339072,Cada 1 hora 41 abortos clandestinos se dan lugar en argentina. Los responsables: @PinedoFederico @MLVarela @EstebanBullrich @SenadoraBlas @Angelrozaschaco @DalmacioMera @EspinolaCamau @alfredodeangeli @MarioFiad @giacoppoSilvia @GuillermoSnopek @JuancMarino #SeráLey
1224074327538073601,Suficiente con este gobierno INEPTO queriendo legalizar el aborto y la ideología de Género #NoAlAborto #NoAlCodigoOlga
1224073065828581381,"Señor fiscal, solo está a 3 puntos para ser de los míos, mientras tanto le agradezco que tome esa posición de no apoyar el aborto libre. #provida #noalaborto"
1224067644581720064,"Frases educativas sobre #FamiliayVida de #FUNBICREFA

Exhortación Apostólica ""Familiaris Consortio"" de San Juan Pablo II.

#BienestaryCrecimientoFamiliar #SalvemosLas2Vidas #Matrimonio #FamiliarisConsortio #SanJuanPabloIIpic.twitter.com/gGte6BSZ7P"
1224067433272631297,"Frases educativas sobre #FamiliayVida de #FUNBICREFA

Exhortación Apostólica ""Familiaris Consortio"" de San Juan Pablo II.

#BienestaryCrecimientoFamiliar #SalvemosLas2Vidas #Matrimonio #FamiliarisConsortio #SanJuanPabloIIpic.twitter.com/mzcnS2gjFQ"
1224059922167541761,"41 nuevos abortos clandestinos en Argentina y ustedes, senadores, #SonResponsables @Adolfo_RSaa @Claudiojpoggi @OmarPerotti @LoleReutemannOk @Adaiturrez @BoyadjianMiriam @JAlperovichOk #SeráLey"
1224058141354024961,"#Repost feminista.232
• • • • • •
#abortolegalya #abortolegal #abortolegalseguroygratuito #abortolegalya #seraley #niunamenos #vamoslaspibas #lgbt #nosqueremosvivas #vivasnosqueremos… https://www.instagram.com/p/B8E7DlfpzQJzY8cEEGDdoZoc2X4TfupHUJZT7s0/?igshid=1rzkhq07tjtva …"
1224051621396545536,#NoAlAborto no quiten uds Diputados la proteccion juridica al bebe indefenso..que siga siendo un delito x q es un homicidio y se asienten las excepciones en la Ley como la violacion y otros..
1224045651278823427,¿Por qué? #SiAlCodigoOlga #abortolegal #YoDecido #aborto #NoAlCodigoOlga
1224041135078879233,"Tras 70 horas de debate, el aborto ya es legal en toda Australia - http://bit.ly/2ldKANf?fromRef=twitter … #Aborto #Australia #AbortoLegal #AbortoSeguro "
1224031965667627015," ""Ésto nunca estará bien"" 
Seguiremos luchando hasta que el aborto sea algo impensado!!! 
Presidente @alferdez #SiALaVida #NoAlAborto ni en marzo ni nunca!!!
@CuidarlavidaBsA @AnaBelenMarmora @f_secin @LigaProvidahttps://twitter.com/LiveAction/status/1223681031150219264 …"
1224029619713605635,"El #aborto es un tipo de maltrato (físico y psíquico) extremo hacia la mujer. No permitas que abusen de ti.
#SiaLaVida
.
#coronarovirus #SuperBowl #EgoIsComingpic.twitter.com/EpCOKkuIbp"
1224027345096495111,"#PuntoCeleste en #Zárate y #RafaelCastillo. Seguimos militando por la vida. Somos la #GeneraciónProvida. 

#SalvemosLas2Vidas
#PartidoCelestepic.twitter.com/PHxlBarOp1"
1224023554968236033,"#quesealey (estoy llorando, si si) pero leo un consuelo y les quemo el rancho. https://twitter.com/raulovtweet/status/1224010632988712961 …"
1224019289960865792,"Pues no abortes y deja que las mujeres decidan libremente. 

#SiAlCodigoOlga #CodigoPenal #CodigoOlga #Aborto #NoAlCodigoOlga #AbortoLegal."
1224015813096673280,"Los ideales de esta pobre mujer, le permiten asesinar un inocente en el vientre materno y los que tienen que revisarse son los que piden el derecho a defender su propia vida, la estupidez ejemplar #DefensaPropia #LegitimaDefensa #NoAlAborto #NoMasPetrohttps://twitter.com/MafeCarrascal/status/1223983495804018688 …"
1224014806367264768,"Los mismos q dicen defender la vida, se ensañan condenando a muerte a pequeños inocentes en el vientre materno, incoherencia total, esta gente no se puede tomar en serio, solo hablan por figurar, sin conocimiento de causa y direcionados por un titiritero #NoAlAborto #FelizDomingohttps://twitter.com/MafeCarrascal/status/1223701236094046208 …"
1224013127949389825,"Para quienes defienden el #aborto aquí les dejo esto para que reflexionen y reconsideren qué cosa es lo que defienden.

#SalvemosLasDosVidas
#Nicaragua
#noalaborto
https://youtu.be/kIwOTxhGKr4 "
1224012236307468290,HAY QUE EDUCAR A LA MUJER..! PERO NO PROHIBIR QUE HACER O NO HACER CON SU CUERPO..! #abortolegal2020 #abortosincondiciones #abortolegalya #abortoseráley #aborto #abortolegal
1224012066157211650,"Claro que si! Como cada día,  el pañuelo en la mochila. Y el #19F todas en la calle para exigir #QueSeaLey "
1223999527008526336,"Pasó una hora más, recuerden que #SonResponsables de 41 nuevos abortos clandestinos: @Adolfo_RSaa @Claudiojpoggi @OmarPerotti @LoleReutemannOk @Adaiturrez @BoyadjianMiriam @JAlperovichOk #SeraLey"
1223996998837264386,"Sí, claro, deja le pido permiso al violador para ir a comprar un condón. #CódigoPenal #CódigoOlga #SiAlCodigoOlga #abortolegal #aborto #NoAlCodigoOlga"
1223991168335319041,Siempre es una experiencia refrescante poder compartir con los Gen!! #Sialavida pic.twitter.com/dzddmTUBNc
1223989730397904897,"Mañana! Vení a participar de la #MareaVerde
Estamos preparando el primer #pañuelazo federal del 2020

#AbortoLegal2020 #AbortoLegalYa #SeraLey pic.twitter.com/buHeVZeyWW"
1223987108748111873,"Ledesma, con la casaca verde #AbortoLegal... 2-1 

Ledesma, con la casaca celeste #ProVida... 0-5 

Datos, no opinión (?pic.twitter.com/nLPeDP3uWE"
1223984179186216960,"Amigas, se cancela el aborto legal que porque son sacrificios. 
#CódigoPenal #AbortoLegal #SiAlCodigoOlga #Aborto #YoDecido #NoAlCodigoOlgahttps://twitter.com/AlfredoTorresBL/status/1220005222883438594 …"
1223983765703331840,"Creo que el tema del derecho al aborto debe ser debatido y tratado únicamente por mujeres. El hombre, en esta solo debe ser espectador. #abortolegal"
1223983762561806337,Será difícil alcanzar el “diálogo”que propone Mons. Bochatey. Todos sabemos que los trapos verdes son incapaces de eso. La “grieta” es entre el bien y el mal; la vida y la muerte. Al mal se lo combate. #SalvemosLas2Vidas
1223983455094165506,"Ponerse en el lugar de la mujeres vulnerables embarazadas no es usar un pañuelo verde
Ponerse en el lugar de las mujeres vulnerables embarazadas es estar a lado de ellas, ayudarlas y acompañarlas a vivir una maternidad plena 
#SalvemosLas2Vidas"
1223983075627032577,"Lamentable! Quién puede disfrutar de la promoción del aborto?! Su ideología ""verde"" no representa a los vecinos de Godoy Cruz ni de Mendoza! Encima en ""lenguaje inclusivo"" que excluye a quienes respetan nuestra rica lengua castellana! #SiALaVida #NoAlAborto"
1223982897859829761,"Hoy #ArroyoSeco se suma a la recolección de firmas contra el #ProtocoloDelAborto 
Porque #SomosVidaYFamilia
#SalvemosLas2Vidas
Te esperamos en el Anfiteatro Municipal de #ArroyoSeco 16hspic.twitter.com/xSqAD7P5gM"
1223969354359898117,"@MiguelHerreraDT cuantos partidos más, tienen que pasar para que sigas soportando los errores de #8a, teniendo y no dando la oportunidad de tu arquero suplente #oscargimenez, que en los partidos que lo pusiste, lo hizo y hace mucho mejor, es hora de banquear a tu portero titular."
1223966546785185793,Y las tonterías de #8a cómo cada fin de semana y ahora hasta peor para eso hubieran contratado a Navarrete
1223966254257659905,#NoAlAborto no queremos el protocolo @omarperotti aborto es asesinato
1223956180604768261,"Total arreglaron con el FMI,  legalizan del #aborto tienen el guiño del #Vatican
#CEA #UNT #Rebeldia #NSB #VaticanNews #Vaticano #NYTimes #PopeFrancis @GeorgGanswein @GeorgFex #SalvemosLasDosVidas #SalvemosLas2Vidas #provida #Faustina @CarroClaudio @CarlosEguiaUno @fraynelsonpic.twitter.com/PKyq5uuSUn"
1223943393522393088,"02..02.2020 ¡Sí a todo!
El 15 a las 15 hs, taller de ABUNDANCIA!!! Inscripción: ventas@refleja.com 
#2020 #creerescrear #sialavida #abundancia #taller #lasnuevasconstelaciones #constelacionesfamiliares… https://www.instagram.com/p/B8EG35pF_Xk/?igshid=zg6iwzu0yxzs …"
1223942950452912128,"#provida #ProLife #NoAlAborto, si usted es provida vea este video y RT!!!! https://twitter.com/cottier_paul/status/1223634901137797120 …"
1223939148844883969,"""Gracias a Dios por la #Vida
Oremos por los niños no deseados.  #SiaLaVida #SiALaFamilia .""pic.twitter.com/oriwkH7q9f"
1223937082361548801,"Es un niño de 7 meses, esto no es un aborto, es un parto prematuro, #SalvemosAJuanSe, y tiene posibilidades de sobrevivir, #provida #ProLife #NoAlAborto #abortoasesinato #AbortionIsMurderhttps://twitter.com/RevistaSemana/status/1223374624232288257 …"
1223935705933664263,"A los que están matando y no van a tener oportunidad de nada,  es a los niños x nacer! #NoAlAborto #AbortoEsMuerte #NoSeraLey #SalvemosLasDosVidas "
1223926597562126336,"Educación financiera, cuidar tu salud física y mental, estudiar autónomo, cocinar, mantener un auto, convivir con la familia, atender a alguien sin hogar ni comida, mejorar en tu empleo...

Se llama madurez, que no existe en lo #LGBTQ2020 #abortolegal #feminismo #FelizDomingo"
1223924032074067968,Buenos días para todos menos para los 38 responsables de los nuevos 41 abortos clandestinos de esta última hora: @GuillermoSnopek @JuancMarino @Adolfo_RSaa @Claudiojpoggi @OmarPerotti @LoleReutemannOk @Adaiturrez @BoyadjianMiriam @JAlperovichOk #SeraLey
1223918959675813888,"#NoAlAborto

Presidente López Obrador: Pretenden ABORTO en el nuevo Código Penal Nacional - Firma: http://www.citizengo.org/es-mx/176608-frene-intento-aprobar-aborto-con-nuevo-codigo-penal?utm_source=tw&utm_medium=social&utm_content=typage&tcid=66351333 …"
1223915787343278081,"Actualmente el acceso al #abortolegal tiene muchas barreras y la corte colombiana estudia dos demandas que buscan prohibirlo por completo.
@hrw reclama que #Colombia defienda los #derechosdelasmujeres al decidir sobre el aborto https://tribunafeminista.elplural.com/2020/02/hrw-reclama-que-colombia-defienda-los-derechos-de-las-mujeres-al-decidir-sobre-el-aborto/ … vía @Tfeminista_"
1223913970395947008,#Fiesta #xlamujerylavida #VivalaVida #Toledo #29feb2020. ¿Te acuerdas de nuestra  fiesta de 2019? Nuestro lema fue #LaVidaVence. Sigamos diciendo #SíalaVida Inscríbete en http://www.evedeport.es . @planpastoral @sepaju @delfamiliatoledpic.twitter.com/XjpHFylil2
1223904538970742785,"@edufeiok Convengamos que @alferdez ya dijo que este año sale el #abortolegal, por lo que si hablaron en el vaticano sobre la defensa a la vida desde la concepcion, debe ser para la gilada conservadora y quedar bien con el vaticano, nada mas"
1223897602271387648,Hoy y todos los días decimos #SiALaVida #NoAlAborto
1223893826802155520,"Cada nueva hora, 41 abortos clandestinos se dan lugar en argentina. Los responsables: @PinedoFederico @MLVarela @EstebanBullrich @SenadoraBlas @Angelrozaschaco @DalmacioMera @EspinolaCamau @alfredodeangeli @MarioFiad @giacoppoSilvia @GuillermoSnopek @JuancMarino #SeráLey"
1223878730008887297,"Por si se olvidaron, durante esta hora se realizaron 41 nuevos abortos clandestinos. ¡Hagan algo! @Ines_byd @JulioMartinezLR @CarlosMenem_LR @JulioCobos @MauriCloss @LucilaCrexell @Fiore_cristina @Romeroxsalta @RGBasualdo @MariaBTapia @SilviaEdePerez #SeráLey"
1223869924130471938,"El #Aborto no es gratuito, además de ser un asesinato, si se despenaliza tu y yo estaríamos pagando para que las niñas del trapo verde  Y DEMAS lo practiquen y para ellas sería gratis para nosotros NO!
#NoAlCodigoOlga
#NoAlAborto
#NoAlaIzquierdahttps://twitter.com/AgustinLajeQuot/status/1223712962810085377 …"
1223859897126641665,#NoAlCodigoOlga #SiaLaVida VIVA CRISTO JESÚS AMÉN!!!
1223840493265702919,H E R M O S A! #seraley
1223835614228951040,"El jugador del partido 
#NoMemoNoParty #8A pic.twitter.com/9b2FJqr1Mf"
1223833433274814464,"Es tarde, pero los abortos clandestinos siguen sucediendo. 41 nuevos abortos en esta última hora. Ellos, los responsables @GuillermoSnopek @JuancMarino @Adolfo_RSaa @Claudiojpoggi @OmarPerotti @LoleReutemannOk @Adaiturrez @BoyadjianMiriam @JAlperovichOk #SeraLey"
1223822027653558272,"Básicamente, un embrión no es lo mismo que un ser humano. Evidentemente no entendés nada porque mezclás todo: ideas trostkistas, CIA, alcoholismo, etc. El aborto es un tema de Salud Pública y como tal hay que tratarlo.
#SeraLey"
1223820014198972417,"Decidir sobre el cuerpo quiere decir matar al hijo en el vientre, aborto libre. Así con los derechos humanos de este inhumano. #NoAlAborto https://twitter.com/gabrielboric/status/1223755974915301376 …"
1223818332685639680,"Pasó una hora más, recuerden que ustedes #SonResponsables de 41 nuevos abortos clandestinos en Argentina @Adolfo_RSaa @Claudiojpoggi @OmarPerotti @LoleReutemannOk @Adaiturrez @BoyadjianMiriam @JAlperovichOk #SeraLey"
1223817062721773569,"Fernández desmiente haber tratado el tema del aborto con el papa Francisco.

#papaFrancisco #AlbertoFernandez #AbortoLegal
http://mundopoder.com/fernandez-desmiente-haber-tratado-el-tema-del-aborto-con-el-papa-francisco/ …pic.twitter.com/i6mrxk1vhP"
1223814559900807169,Error de #8A
1223803231165452289,"Cada nueva hora que pasa, 41 abortos clandestinos se dan lugar en argentina. Los responsables: @PinedoFederico @MLVarela @EstebanBullrich @SenadoraBlas @Angelrozaschaco @DalmacioMera @EspinolaCamau @alfredodeangeli @MarioFiad @giacoppoSilvia @GuillermoSnopek @JuancMarino #SeráLey"
1223801986719649792,Que pena! Que bueno q fui deseado. Yo no voy a ser padre y puedo elegir. Vos no vas a obligar a nadie a ser madre. #SeraLey
1223799329267298306,"... Y seguir con esto? #NoAlCodigoOlga
#SalvemosLas2Vidas
#Méxicoamalavidapic.twitter.com/E2VqQl8hqm"
1223797136476606464,#SiALaVida participa y #SalvemosLas2Vidas https://twitter.com/adapaty0808/status/1223375657868185600 …
1223796502151213057,"Cuántos acsortos te hicieron?
#quesealey"
1223794403644530690,"#19F #AbortoLegal2020 #QueSeaLey 
En la calle hasta que sea Ley pic.twitter.com/rSzeWJ1hTf"
1223790999706775552,"#NoAlAborto crees que estás matando un problema pero en realidad matas al amor más grande qué hay. Un dolor que no se va nunca a pesar de niegues que está ahí. Pilas mujeres, no sean cortoplacistas, nadie se arrepiente de tener un hijo"
1223788129800347649,"Por si lo habían olvidado, durante esta hora se realizaron 41 nuevos abortos clandestinos. ¡Hagan algo! @Ines_byd @JulioMartinezLR @CarlosMenem_LR @JulioCobos @MauriCloss @LucilaCrexell @Fiore_cristina @Romeroxsalta @RGBasualdo @MariaBTapia @SilviaEdePerez #SeráLey"
1223784960869457921," Para que no ocurra más, necesitamos que la Educación en Derechos Animales sea ley

Sumá tu firma al proyecto  http://change.org/perrosygatos 
#Educación #DerechosAnimales #QueSeaLey pic.twitter.com/DhcQ4P0QaN"
1223783690632753152,"#NoAlAborto @M_OlgaSCordero
@senadomexicano
@lopezobrador_  es un CRIMEN."
1223774424052256771,"“Si la pobreza es la justificación para que el niño no nazca, es mejor acabar con la pobreza que con la vida del niño”. Monseñor José Ignacio Munilla Aguirre, @ObispoMunilla. #DefendamosLaVida, #SalvemosLas2Vidas, #DerechoALaVida, #NoAlCódigoOlga, #SíALaVida, #VotoCatólicopic.twitter.com/BowMu7udeE"
1223773952637534208,#NoAlAborto que prime la #Vidahttps://twitter.com/MargaritaRepo/status/1223272949148540928 …
1223769629077753856,"Represion de la mano de la iglesia y Peron, classy. Myriam bregman les manda un besito y suerte con eso  #AbortoLegal #SeparacionIglesiaEstado"
1223764116864524288,Porque la lógica y la ciencia defienden la vida. #NoAlCodigoOlga #SalvemosLasDosVidas #NoAlAborto
1223756462335438851,"Acá estamos en la velatón por la vida! 
Pedimos perdón a todo los toros que se serán asesinados estos días por el gusto de unos pocos. ,#NoMasOle #MiFiestaNoBrava #NoMasCorridasToros #SiALaVida @COLSinToreo @andreanimalidadpic.twitter.com/7aBEP4mk0o"
1223755695729844230,"La propuesta es: matémoslos antes de que nazcan...  porque no van a tener hogar.
#RIDÍCULO.
Tu propuesta estimada @MarianaRSo debería ser en todo caso: “no se salva una vida solo con dejarla nacer, adopte un Niño falto de hogar” #SíALaVida https://twitter.com/MarianaRSo/status/1223636679375892481 …"
1223751093718568961,EL FRANCO TIRADOR - ISMAEL MIRANDA https://youtu.be/uf76W8VxiQs  #Noaladroga #Sialavida si te gusta tu sabe twittuea
